wine,rating,reviewer
La Valle 2009 Naturalis Extra Brut Sparkling (Franciacorta),90,Kerin O??�eefe
La Valle 2011 Brut Ros�?Pinot Nero (Franciacorta),89,Kerin O??�eefe
La Valle NV Primum Sparkling (Franciacorta),89,Kerin O??�eefe
La Valle NV Primum Sparkling (Franciacorta),90,Kerin O??�eefe
Lake and Vine Cellars 2012 Single Vineyard Cabernet Sauvignon (Red Hills Lake County),89,Jim Gordon
L'Amandine 2011 Bel Air Red,92,Joe Czerwinski
L'Amandine 2012 Red,91,Joe Czerwinski
Lamberti NV Extra Dry  (Prosecco),87,Kerin O??�eefe
Lange 2012 Yamhill-Carlton Assemblage Pinot Noir,92,Paul Gregutt
Lange 2014 Yamhill-Carlton Assemblage Pinot Noir,90,Paul Gregutt
Langlois-Chateau NV Brut Ros�?Sparkling (Cr챕mant de Loire),85,Joe Czerwinski
Langlois-Chateau NV Brut Ros�?Sparkling (Cr챕mant de Loire),87,Michael Schachner
Langlois-Chateau NV Brut Sparkling (Cr챕mant de Loire),83,Joe Czerwinski
Langlois-Chateau NV Brut Sparkling (Cr챕mant de Loire),87,Joe Czerwinski
Langlois-Chateau NV Brut Sparkling (Cr챕mant de Loire),89,Roger Voss
Lannac Saint-Jean 2007 La Chapelle Malbec (Cahors),90,Roger Voss
Lannac Saint-Jean 2009 B (Si) Malbec (Cahors),88,Roger Voss
Lannac Saint-Jean 2009 D (R�? Malbec (Cahors),91,Roger Voss
Lannac Saint-Jean 2009 F# (Fa) Malbec (Cahors),92,Roger Voss
Lannac Saint-Jean 2009 Le Chemin Malbec (Cahors),86,Roger Voss
Lanson NV Black Label Brut  (Champagne),84,Paul Gregutt
Lanson NV Black Label Brut  (Champagne),91,Roger Voss
Lanson NV Extra Age Brut  (Champagne),92,Roger Voss
Lanson NV Extra Age Brut  (Champagne),93,Roger Voss
Lanson NV Extra Age Brut Ros�? (Champagne),92,Roger Voss
Lanson NV Rose Label Brut Ros�? (Champagne),89,Roger Voss
Lanson NV White Label Sec  (Champagne),88,Roger Voss
Lantieri de Paratico 2009 Millesimato Arcadia Sparkling (Franciacorta),90,Kerin O??�eefe
Lantieri de Paratico NV Brut Ros�?Sparkling (Franciacorta),90,Kerin O??�eefe
Lantieri de Paratico NV Brut Sparkling (Franciacorta),89,Kerin O??�eefe
Lantieri de Paratico NV Extra Brut Sparkling (Franciacorta),90,Kerin O??�eefe
Lantieri de Paratico NV Ros�?Sparkling (Franciacorta),85,Kerin O??�eefe
Lantieri de Paratico NV Saten Chardonnay (Franciacorta),89,Kerin O??�eefe
Las Palmeras 2014 Red (Monterey County),85,Matt Kettmann
Las Palmeras 2014 Red (Monterey County),87,Matt Kettmann
Laurent-Perrier NV Cuv챕e Brut Ros�? (Champagne),90,Roger Voss
Laurent-Perrier NV Cuv챕e Brut Ros�? (Champagne),92,Paul Gregutt
Laurent-Perrier NV Cuv챕e Ros�?Brut  (Champagne),91,Roger Voss
Laurent-Perrier NV Cuv챕e Ros�?Brut  (Champagne),92,Roger Voss
Laurent-Perrier NV Cuv챕e Ros�?Brut  (Champagne),94,Roger Voss
Laurent-Perrier NV Cuv챕e Ultra Brut  (Champagne),86,Joe Czerwinski
Laurent-Perrier NV Cuv챕e Ultra Brut  (Champagne),86,Michael Schachner
Laurent-Perrier NV Cuv챕e Ultra Brut  (Champagne),89,Paul Gregutt
Laurent-Perrier NV Grand Si챔cle La Cuv챕e Brut  (Champagne),88,Joe Czerwinski
Laurent-Perrier NV Grand Si챔cle La Cuv챕e Brut  (Champagne),89,Joe Czerwinski
Laurent-Perrier NV Grand Si챔cle La Cuv챕e Brut  (Champagne),90,Michael Schachner
Laurent-Perrier NV Grand Si챔cle La Cuv챕e Brut  (Champagne),94,Paul Gregutt
Laurent-Perrier NV LP Brut  (Champagne),91,Roger Voss
Laurent-Perrier NV Ultra Brut  (Champagne),92,Paul Gregutt
Lavau 2015 La Decelle Red,89,Joe Czerwinski
Lavinea 2014 Lazy River Vineyard Pinot Noir,93,Paul Gregutt
Lazy River 2006 Private Lumpkin Riesling,88,Paul Gregutt
Lazy River 2007 Pinot Noir,83,Paul Gregutt
Lazy River 2008 Estate Bottled Pinot Noir,86,Paul Gregutt
Lazy River 2011 Pinot Gris,86,Paul Gregutt
Lazy River 2012 Pinot Noir,87,Paul Gregutt
Lazy River 2014 Pinot Gris,88,Paul Gregutt
Le Colture NV Dry  (Valdobbiadene Superiore di Cartizze),91,Kerin O??�eefe
Le Colture NV Fagher Brut  (Valdobbiadene Prosecco Superiore),88,Kerin O??�eefe
Le Colture NV Fagher Brut  (Valdobbiadene Prosecco Superiore),90,Kerin O??�eefe
Le Contesse NV Single Frementation  (Prosecco),88,Kerin O??�eefe
Le Grand Noir 2015 Black Sheep Ros�?(Pays d'Oc),85,Lauren Buzzeo
Le Macchiole 2015  Bolgheri,91,Kerin O??�eefe
Le Marchesine 2007 Secolo Novo Giovanni Biatta Metodo Classico Chardonnay (Franciacorta),91,Kerin O??�eefe
Le Marchesine 2008 Ros�?Millesimato Sparkling (Franciacorta),90,Kerin O??�eefe
Le Marchesine 2009 Sat챔n Millesimato Chardonnay (Franciacorta),87,Kerin O??�eefe
Le Marchesine 2012 Blanc de Noirs Pinot Nero (Franciacorta),86,Kerin O??�eefe
Le Marchesine 2012 Brut Ros�?Metodo Classico Sparkling (Franciacorta),89,Kerin O??�eefe
Le Marchesine NV Brut Sparkling (Franciacorta),89,Kerin O??�eefe
Le Marchesine NV Brut Sparkling (Franciacorta),90,Kerin O??�eefe
Le Vigne di Alice NV Fondo Glera,85,Kerin O??�eefe
L'Ecole No. 41 2014 Old Vines Chenin Blanc (Walla Walla Valley (WA)),89,Sean P. Sullivan
Lelarge-Pugeot NV Premier Cru Brut Ros�?Pinot Noir (Champagne),90,Roger Voss
Lemelson 2014 Stermer Vineyard Pinot Noir,88,Paul Gregutt
Lenn�?Estate 2006 Pinot Noir,91,Paul Gregutt
Lenn�?Estate 2008 Pinot Noir,87,Paul Gregutt
Lenn�?Estate 2010 Jill's 115 Pinot Noir,88,Paul Gregutt
Lenn�?Estate 2012 Jill's 115 Pinot Noir,91,Paul Gregutt
Lenn�?Estate 2012 Karen's Pommard Pinot Noir,92,Paul Gregutt
Lenn�?Estate 2012 Kill Hill Pinot Noir,92,Paul Gregutt
Lenn�?Estate 2012 LeNez Pinot Noir,89,Paul Gregutt
Lenn�?Estate 2012 Pinot Noir,91,Paul Gregutt
Lenn�?Estate 2014 Cinq ?�lus Pinot Noir,93,Paul Gregutt
Lenn�?Estate 2014 Eleanor's 114 Pinot Noir,93,Paul Gregutt
Lenn�?Estate 2014 Estate Pinot Noir,92,Paul Gregutt
Lenn�?Estate 2014 Jill's 115 Pinot Noir,91,Paul Gregutt
Lenn�?Estate 2014 LeNez Pinot Noir,91,Paul Gregutt
Lenn�?Estate 2014 Pinot Noir,91,Paul Gregutt
Leonard Wine Company 2014 Collins Vineyard Zinfandel (Russian River Valley),90,Virginie Boone
Les Fr챔res Dutruy 2014 Domaine de la Treille Pinot Gris,89,Jeff Jenssen
Les Fr챔res Dutruy 2014 Les Romaines Red,90,Jeff Jenssen
Les Rocailles NV Brut Sparkling (Vin de France),86,Roger Voss
Leyda 2006 Classic Sauvignon Blanc (San Antonio),87,Michael Schachner
Leyda 2008 Classic Sauvignon Blanc (Leyda Valley),86,Michael Schachner
Leyda 2008 Garuma Vineyard Sauvignon Blanc (Leyda Valley),85,Michael Schachner
Leyda 2009 Classic Chardonnay (Leyda Valley),87,Michael Schachner
Leyda 2009 Classic Sauvignon Blanc (San Antonio),83,Michael Schachner
Leyda 2009 Falaris Hill Vineyard Chardonnay (Leyda Valley),86,Michael Schachner
Leyda 2009 Lot 21 Pinot Noir (Leyda Valley),86,Michael Schachner
Leyda 2009 Lot 5 Chardonnay (Leyda Valley),88,Michael Schachner
Leyda 2010 Classic Pinot Noir (Leyda Valley),86,Michael Schachner
Leyda 2010 Garuma Vineyard Sauvignon Blanc (Leyda Valley),86,Michael Schachner
Leyda 2011 Lot 21 Pinot Noir (Leyda Valley),89,Michael Schachner
Leyda 2011 Single Vineyard Cahuil Vineyard Pinot Noir (Leyda Valley),86,Michael Schachner
Leyda 2011 Single Vineyard Falaris Hill Vineyard Reserva Especial Chardonnay (Leyda Valley),87,Michael Schachner
Leyda 2011 Single Vineyard Las Brisas Vineyard Pinot Noir (Leyda Valley),88,Michael Schachner
Leyda 2012 Classic Sauvignon Blanc (Leyda Valley),88,Michael Schachner
Leyda 2012 Lot 21 Pinot Noir (Leyda Valley),87,Michael Schachner
Leyda 2012 Lot 8 Syrah (Leyda Valley),88,Michael Schachner
Leyda 2012 Single Vineyard Cahuil Vineyard Pinot Noir (Leyda Valley),86,Michael Schachner
Leyda 2012 Single Vineyard Canelo Syrah (Leyda Valley),86,Michael Schachner
Leyda 2012 Single Vineyard Las Brisas Vineyard Pinot Noir (Leyda Valley),87,Michael Schachner
Leyda 2013 Chardonnay (Leyda Valley),83,Michael Schachner
Leyda 2013 Lot 21 Pinot Noir (Leyda Valley),90,Michael Schachner
Leyda 2013 Lot 8 Syrah (Leyda Valley),90,Michael Schachner
Leyda 2013 Pinot Noir (Leyda Valley),87,Michael Schachner
Leyda 2013 Sauvignon Blanc (Leyda Valley),89,Michael Schachner
Leyda 2013 Single Vineyard Cahuil Pinot Noir (Leyda Valley),88,Michael Schachner
Leyda 2013 Single Vineyard Garuma Vineyard Sauvignon Blanc (Leyda Valley),90,Michael Schachner
Leyda 2013 Single Vineyard Las Brisas Pinot Noir (Leyda Valley),89,Michael Schachner
Leyda 2014 Lot 4 Sauvignon Blanc (Leyda Valley),88,Michael Schachner
Leyda 2014 Lot 5 Chardonnay (Leyda Valley),85,Michael Schachner
Leyda 2014 Reserva Syrah (Leyda Valley),87,Michael Schachner
Leyda 2014 Single Vineyard Canelo Syrah (Leyda Valley),87,Michael Schachner
Leyda 2014 Single Vineyard Falaris Hill Chardonnay (Leyda Valley),84,Michael Schachner
Leyda 2014 Single Vineyard Kad첬n Sauvignon Gris (Leyda Valley),87,Michael Schachner
Leyda 2014 Single Vineyard Neblina Riesling (Leyda Valley),89,Michael Schachner
Leyda 2015 Cahuil Single Vineyard Pinot Noir (Leyda Valley),90,Michael Schachner
Leyda 2015 Las Brisas Single Vineyard Pinot Noir (Leyda Valley),88,Michael Schachner
Leyda 2015 Lot 21 Pinot Noir (Leyda Valley),90,Michael Schachner
Leyda 2015 Lot 5 Chardonnay (Leyda Valley),87,Michael Schachner
Leyda 2015 Reserva Pinot Noir (Leyda Valley),84,Michael Schachner
Leyda 2015 Single Vineyard Falaris Hill Chardonnay (Leyda Valley),87,Michael Schachner
Leyda 2015 Single Vineyard Garuma Sauvignon Blanc (Leyda Valley),90,Michael Schachner
Leyda 2015 Single Vineyard Kad첬n Sauvignon Gris (Leyda Valley),86,Michael Schachner
Leyda 2016 Lot 4 Sauvignon Blanc (Leyda Valley),91,Michael Schachner
Leyda 2016 Reserva Pinot Noir (Leyda Valley),86,Michael Schachner
Leyda 2016 Reserva Sauvignon Blanc (Leyda Valley),88,Michael Schachner
Leyda 2016 Single Vineyard Garuma Sauvignon Blanc (Leyda Valley),87,Michael Schachner
Leyda 2016 Single Vineyard Kad첬n Sauvignon Gris (Leyda Valley),84,Michael Schachner
Lieb 2011 Reserve Pinot Blanc (North Fork of Long Island),85,Anna Lee C. Iijima
Liebart-R챕gnier NV Brut  (Champagne),88,Roger Voss
Liebart-R챕gnier NV Brut Chardonnay (Champagne),89,Roger Voss
Lieubeau 2015 La Fruiti챔re Folle Blanche Folle Blanche,85,Roger Voss
Lieubeau 2016 La Fruiti챔re Folle Blanche Gros Plant,86,Roger Voss
Lionel Osmin & Cie 2009 Malbec Malbec (Cahors),89,Roger Voss
Lionel Osmin & Cie 2009 Mon Adour Tannat (Madiran),91,Roger Voss
Lionel Osmin & Cie 2011 Heart of Darkness Tannat (Madiran),91,Roger Voss
Lionel Osmin & Cie 2011 Malbec (Cahors),89,Roger Voss
Lionel Osmin & Cie 2011 Mon Adour Tannat (Madiran),90,Roger Voss
Lionel Osmin & Cie 2012 Malbec (Cahors),90,Roger Voss
Lionel Osmin & Cie 2014 Ondenc,90,Roger Voss
Lionel Osmin & Cie 2016 San de Guilhem Kal챕idoscope White,86,Roger Voss
Lismore 2014 Chardonnay,88,Lauren Buzzeo
Lo Domeni 2012 Le Clos Malbec (Cahors),87,Roger Voss
Lo Domeni 2012 Vend챕mia Malbec (Cahors),89,Roger Voss
Lo Sparviere 2007 Extra Brut Chardonnay (Franciacorta),89,Kerin O??�eefe
Lo Sparviere NV Sat챔n Chardonnay (Franciacorta),84,Kerin O??�eefe
Logodaj 2013 Nobile Melnik,88,Jeff Jenssen
Longoria 2014 Fe Ciega Vineyard Pinot Noir (Sta. Rita Hills),91,Matt Kettmann
Longoria 2014 Sanford & Benedict Vineyard Pinot Noir (Sta. Rita Hills),93,Matt Kettmann
Loosen Bros. NV Dr. L Sparkling Riesling (Germany),90,Anna Lee C. Iijima
Loredan Gasparini NV Brut  (Asolo Prosecco Superiore),88,Kerin O??�eefe
Louis Barth챕l챕my NV Brut Am챕thyste  (Champagne),88,Roger Voss
Louis Bouillot NV Perle d'Aurore Ros�?Brut  (Cr챕mant de Bourgogne),86,Joe Czerwinski
Louis Bouillot NV Perle d'Aurore Ros�?Brut  (Cr챕mant de Bourgogne),88,Roger Voss
Louis Bouillot NV Perle de Nuit Blanc de Noirs Brut  (Cr챕mant de Bourgogne),84,Joe Czerwinski
Louis Bouillot NV Perle de Nuit Blanc de Noirs Brut  (Cr챕mant de Bourgogne),86,Roger Voss
Louis Bouillot NV Perle de Nuit Blanc de Noirs Brut  (Cr챕mant de Bourgogne),88,Roger Voss
Louis Bouillot NV Perle d'Ivoire Blanc de Blancs Brut  (Cr챕mant de Bourgogne),88,Roger Voss
Louis Bouillot NV Ros�?Perle d'Aurore  (Cr챕mant de Bourgogne),89,Anne Krebiehl?�MW
Louis Chevallier 2009  Bourgogne,84,Roger Voss
Louis Jadot 2014  ,87,Roger Voss
Louis Latour 2006  Chassagne-Montrachet,88,Roger Voss
Louis Latour 2006 En Paradis  (Pouilly-Vinzelles),86,Roger Voss
Louis Max 2013 Vignes du Domaine  (Mercurey),88,Roger Voss
Louis Roederer 2000 Blanc de Blancs Brut Chardonnay (Champagne),90,Roger Voss
Louis Roederer 2004 Ros�?Brut  (Champagne),93,Roger Voss
Louis Roederer NV Brut Premier  (Champagne),90,Roger Voss
Louis Roederer NV Carte Blanche Demi-Sec  (Champagne),89,Roger Voss
Louis Roederer NV Premier Brut  (Champagne),88,Paul Gregutt
Louis Roederer NV Premier Brut  (Champagne),89,Joe Czerwinski
Louis Roederer NV Premier Brut  (Champagne),89,Paul Gregutt
Louis Roederer NV Premier Brut  (Champagne),92,Roger Voss
Love & Squalor 2014 Field Blend Wings of Desire White,89,Paul Gregutt
LTU 2011 Malbec (Valle de Uco),92,Michael Schachner
Lucien Albrecht NV Brut Ros�?Pinot Noir (Cr챕mant d'Alsace),86,Joe Czerwinski
Lucien Albrecht NV Brut Ros�?Pinot Noir (Cr챕mant d'Alsace),89,Roger Voss
Lucien Albrecht NV Brut Sparkling (Cr챕mant d'Alsace),86,Roger Voss
Lucien Albrecht NV Brut Sparkling (Cr챕mant d'Alsace),91,Anne Krebiehl?�MW
Luigi Bosca 2013 Finca Los Nobles Malbec Verdot Field Blend Malbec Blend (Luj찼n de Cuyo),89,Michael Schachner
Luigi Bosca 2013 Terroir Los Miradores Malbec (Valle de Uco),89,Michael Schachner
Luigi Bosca 2014 Gala 1 Malbec Blend (Mendoza),92,Michael Schachner
Luigi Righetti 2008 G & G  (Amarone della Valpolicella Classico),87,Kerin O??�eefe
Luiz Barichello 2013 Turris  (Chianti Classico),88,Kerin O??�eefe
Lula 2013 Pinot Noir (Mendocino),90,Jim Gordon
Luminous Hills 2008 Estate Grown Pinot Noir,87,Paul Gregutt
Luminous Hills 2008 LUX Pinot Noir,87,Paul Gregutt
Luminous Hills 2009 Lux Pinot Noir,86,Paul Gregutt
Luminous Hills 2010 Lux Pinot Noir,88,Paul Gregutt
Luna 2014 Cabernet Sauvignon (Napa Valley),86,Virginie Boone
Luna Hart 2015 Brave & Maiden Vineyard Cabernet Franc (Santa Ynez Valley),91,Matt Kettmann
Luna Hart 2016 Faith Vineyard Sauvignon Blanc,88,Matt Kettmann
L챕t�?Vautrain NV Brut 204  (Champagne),90,Roger Voss
M. Chapoutier 2001 Domaine de Bila-Haut Vin Doux Naturel Grenache (Rivesaltes),89,Lauren Buzzeo
M. Chapoutier 2014 Bila Haut Ros�?(Pays d'Oc),87,Lauren Buzzeo
M. Chapoutier 2015 Les Vignes de Bila-Haut Ros�?(Pays d'Oc),86,Lauren Buzzeo
M. Chapoutier 2016 Les Vignes de Bila-Haut Ros�?(Pays d'Oc),85,Lauren Buzzeo
m2 Wines 2014 Pinot Noir (Los Carneros),92,Virginie Boone
Machherndl 2006 Kollmitz Federspiel Riesling (Wachau),89,Roger Voss
Macindoe 2008 Pinot Noir,86,Paul Gregutt
MacMurray Ranch 2011 Pinot Noir (Russian River Valley),87,Jesica Vargas
MacMurray Ranch 2011 Pinot Noir (Russian River Valley),87,Christina Pickard
Maculan 2012 Pino & Toi White (Veneto),86,Kerin O??�eefe
Magnum Vinhos 2015 Pedro & Ines White (D찾o),94,Roger Voss
Mailly Grand Cru NV Brut Ros�? (Champagne),87,Roger Voss
Mailly Grand Cru NV Brut Ros�? (Champagne),89,Joe Czerwinski
Mailly Grand Cru NV Brut Ros�? (Champagne),90,Roger Voss
Mailly Grand Cru NV Brut R챕serve  (Champagne),88,Roger Voss
Mailly Grand Cru NV Brut R챕serve  (Champagne),89,Roger Voss
Mailly Grand Cru NV Brut R챕serve  (Champagne),90,Roger Voss
Mailly Grand Cru NV Demi-Sec  (Champagne),88,Roger Voss
Mailly Grand Cru NV D챕lice Demi-Sec  (Champagne),88,Roger Voss
Mailly Grand Cru NV Extra Brut  (Champagne),88,Roger Voss
Mailly Grand Cru NV Extra Brut  (Champagne),89,Roger Voss
Mailly Grand Cru NV Ros�?de Mailly Brut  (Champagne),90,Roger Voss
Maison Hebrard 2015 Ch창teau Saint Seurin  (Bordeaux),88,Roger Voss
Majolini 2006 Electo Brut Sparkling (Franciacorta),90,Kerin O??�eefe
Majolini 2006 Pas Dos�?Aligi Sassu Chardonnay (Franciacorta),92,Kerin O??�eefe
Majolini NV Altera Ros�?Pinot Nero (Franciacorta),88,Kerin O??�eefe
Majolini NV Blanc de Noir Brut Sparkling (Franciacorta),89,Kerin O??�eefe
Majolini NV Brut Sparkling (Franciacorta),90,Kerin O??�eefe
Malene Wines 2015 Ros�?(Central Coast),91,Matt Kettmann
Malene Wines 2016 Ros�?(Central Coast),91,Matt Kettmann
Malibu Rocky Oaks 2009 Cabernet Franc,86,Virginie Boone
Malibu Rocky Oaks 2009 Syrah,87,Virginie Boone
Malibu Rocky Oaks 2010 Chardonnay,84,Virginie Boone
Mancan NV Fizz Sparkling (California),87,Jim Gordon
Mancan NV Red (California),84,Jim Gordon
Mancan NV White (California),85,Jim Gordon
MandraRossa 2014 Carthago Nero d'Avola (Sicilia),89,Kerin O??�eefe
Manuel Olivier 2008  Hautes C척tes de Nuits,85,Roger Voss
Manuel Olivier 2009  Hautes C척tes de Nuits,84,Roger Voss
Manzone 2013 Fraschin Bricco San Pietro  (Barolo),95,Kerin O??�eefe
Marchesi de' Frescobaldi 2012 Lamaione Red (Toscana),88,Kerin O??�eefe
Marchesi de' Frescobaldi 2015 Al챙e Ros�?(Toscana),89,Kerin O??�eefe
Marcolino Sebo 2010 QP Colheita Seleccionada Red (Alentejano),82,Roger Voss
Maria Casanovas NV Brut de Brut Reserva Sparkling (Cava),87,Michael Schachner
Maria Casanovas NV Brut de Brut Reserva Sparkling (Cava),89,Michael Schachner
Marie Copinet NV Alexandrine Brut Blanc de Blancs Chardonnay (Champagne),92,Roger Voss
Marilena Barbera 2015 Ci?�fu Alicante (Menfi),87,Kerin O??�eefe
Marimar Estate 2012 Do챰a Margarita Vineyard Mas Cavalls Unfiltered Estate Grown & Bottled Pinot Noir (Sonoma Coast),90,Virginie Boone
Marimar Estate 2013 Don Miguel Vineyard Estate Grown & Bottled Albari챰o (Russian River Valley),90,Virginie Boone
Marisco Vineyards 2013 Craft Series Pride & Glory Waihopai River Sauvignon Blanc (Marlborough),91,Joe Czerwinski
Mark Ryan 2006 Chardonnay (Columbia Valley (WA)),88,Paul Gregutt
Markus Altenburger 2013 Jerry & Barry Ros�?(Weinland ?�sterreich),86,Anne Krebiehl?�MW
Markus Altenburger 2014 Jerry & Barry F체r Fruchtige Ros�?(Weinland ?�sterreich),86,Anne Krebiehl?�MW
Marques de Gri챰on 2005 Single Vineyard Estate Bottled Petite Verdot (Dominio de Valdepusa),85,Michael Schachner
Marques de Gri챰on 2007 Caliza Syrah & Petit Verdot Red (Dominio de Valdepusa),88,Michael Schachner
Marques de Gri챰on 2012 Single Vineyard Estate Bottled Petite Verdot (Dominio de Valdepusa),88,Michael Schachner
Marques de Monistrol NV Selecci처n Especial Brut Sparkling (Cava),85,Michael Schachner
Marquis de la Tour NV Brut White (Vin Mousseux),83,Roger Voss
Marshall Davis 2012 Beacon Hill Vineyard Pinot Noir,91,Paul Gregutt
Marshall Davis 2013 Beacon Hill Vineyard Pinot Noir,87,Paul Gregutt
Marshall Davis 2014 Beacon Hill Vineyard Pinot Noir,90,Paul Gregutt
Marshall Davis 2015 Marshall Davis Vineyard Pinot Noir,90,Paul Gregutt
Marsuret NV Il Soller Extra Dry  (Valdobbiadene Prosecco Superiore),89,Kerin O??�eefe
Marsuret NV San Boldo Brut  (Valdobbiadene Prosecco Superiore),88,Kerin O??�eefe
Mas del P챕ri�?2007 La Pi챔ce Malbec (Cahors),92,Roger Voss
Mas del P챕ri�?2007 La Roque Malbec (Cahors),87,Roger Voss
Mas del P챕ri�?2008 La Pi챔ce Malbec (Cahors),93,Roger Voss
Mas del P챕ri�?2008 Les Acacias Malbec (Cahors),90,Roger Voss
Mas del P챕ri�?2009 La Pi챔ce Malbec (Cahors),93,Roger Voss
Mas del P챕ri�?2009 La Roque Malbec (Cahors),91,Roger Voss
Mas del P챕ri�?2009 Les Acacias Malbec (Cahors),92,Roger Voss
Mas del P챕ri�?2010 La Roque Malbec (Cahors),91,Roger Voss
Mas del P챕ri�?2010 Les Escures Malbec (Cahors),89,Roger Voss
Mas des Etoiles 2012 Malbec (Cahors),92,Roger Voss
Mas Fi NV Brut Ros�?Trepat (Cava),82,Michael Schachner
Mas Pere NV Selecci�?Brut Sparkling (Cava),85,Michael Schachner
Masi Tupungato 2013 Passo Doble Malbec-Corvina Red (Valle de Uco),83,Michael Schachner
Masi Tupungato 2014 Passo Doble Malbec-Corvina Red (Valle de Uco),85,Michael Schachner
Maso Martis NV Brut Sparkling (Trento),92,Kerin O??�eefe
Maso Martis NV Brut Sparkling (Trento),93,Kerin O??�eefe
Masottina NV Brut  (Conegliano Valdobbiadene Prosecco Superiore),88,Kerin O??�eefe
Masottina NV Brut  (Prosecco Treviso),89,Kerin O??�eefe
Masseria Setteporte 2012 Rosso  (Etna),90,Kerin O??�eefe
Mas첬t 2014 Estate Vineyard Pinot Noir,89,Jim Gordon
Mas첬t 2015 Estate Vineyard Pinot Noir,92,Jim Gordon
Matarromera 2009 Melior  (Ribera del Duero),89,Michael Schachner
Mato?�evi??2008 Alba Malvasia Istriana (Istria),87,Anna Lee C. Iijima
Mato?�evi??2009 Alba Malvasia (Istria),88,Anna Lee C. Iijima
Matthews Estate 2005 Claret Red (Columbia Valley (WA)),91,Paul Gregutt
Matthews Estate 2006 Claret (Columbia Valley (WA)),85,Paul Gregutt
Matthews Estate 2007 Syrah (Columbia Valley (WA)),87,Paul Gregutt
Matthews Estate 2008 Stillwater Creek Sauvignon Blanc (Columbia Valley (WA)),83,Paul Gregutt
Matthews Estate 2009 Claret Red (Columbia Valley (WA)),90,Paul Gregutt
Matthews Estate 2009 Syrah (Columbia Valley (WA)),91,Paul Gregutt
Maurice Ecard 2009  Bourgogne,85,Roger Voss
Mauro Sebaste 2010 Ghe' Riserva  (Barolo),88,Kerin O??�eefe
McGregor 2015 Riesling (Finger Lakes),87,Alexander Peartree
Medici Ermete 2016 Concerto Lambrusco Salamino,90,Kerin O??�eefe
Medici Ermete 2016 Solo Red,88,Kerin O??�eefe
Medici Ermete NV Lambrusco I Quercioli Secco Lambrusco,87,Kerin O??�eefe
Medlock Ames 2011 Kate & B's Cabernet Sauvignon (Alexander Valley),85,Virginie Boone
Meiomi 2015 Pinot Noir,87,Matt Kettmann
Meiomi 2016 Chardonnay,88,Matt Kettmann
Mendoza Vineyards 2013 R&B Single Vineyard Malbec (Mendoza),92,Michael Schachner
